Date/Time,Time,Month,Weekday,Address,Lat,Lon,Call Type,Description
11/21/2017,01/01/1900 12:56:26,Nov,Tuesday,"1300 BLK 2 AVE S Fargo, ND 58103",46.8729151,-96.7982789,Domestic,DOM
9/13/2017,01/01/1900 5:04:10,Sep,Wednesday,"1300 BLK 2 ST N Fargo, ND 58102",46.8927769,-96.7816306,Domestic,1021 DOMESTIC REPORT
12/3/2017,01/01/1900 20:38:54,Dec,Sunday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,PHYS DOMESTIC
8/25/2017,01/01/1900 0:06:12,Aug,Friday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,PHYSICAL
6/6/2017,01/01/1900 18:41:39,Jun,Tuesday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,VERBAL DOMESTIC
6/21/2017,01/01/1900 20:25:34,Jun,Wednesday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DOMESTIC REPORT
5/15/2017,01/01/1900 0:04:49,May,Monday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DOMESTIC
5/13/2017,01/01/1900 21:01:55,May,Saturday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DOMESTIC
5/13/2017,01/01/1900 20:02:13,May,Saturday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DOMESTIC
5/7/2017,01/01/1900 0:37:36,May,Sunday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,1021
5/1/2017,01/01/1900 0:23:15,May,Monday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DOMESTIC
3/20/2017,01/01/1900 4:40:41,Mar,Monday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,POSS PHYS DOMESTIC
1/30/2017,01/01/1900 9:04:42,Jan,Monday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,PHYS DOMESTIC
4/22/2017,01/01/1900 18:33:29,Apr,Saturday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DOMESTIC REPORT
1/29/2017,01/01/1900 6:54:46,Jan,Sunday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,POSS PHYS DOMESTIC
10/14/2017,01/01/1900 0:33:19,Oct,Saturday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DAUTHER/FATHER DISPUTE
9/3/2017,01/01/1900 15:59:00,Sep,Sunday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,POSS DOM
4/16/2017,01/01/1900 3:29:43,Apr,Sunday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,UNWANTED M
7/22/2017,01/01/1900 0:14:39,Jul,Saturday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,PHYS DOMESTIC
1/28/2017,01/01/1900 0:52:56,Jan,Saturday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,PHYSICAL
4/19/2017,01/01/1900 15:44:39,Apr,Wednesday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,PHYSICAL DOMESTIC
4/19/2017,01/01/1900 14:58:15,Apr,Wednesday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DOMESTIC
1/25/2017,01/01/1900 14:03:02,Jan,Wednesday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DOMESTIC
2/25/2017,01/01/1900 8:59:49,Feb,Saturday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DOMESTIC
1/12/2017,01/01/1900 8:41:52,Jan,Thursday,"1300 BLK 21 AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,DOMESTIC
6/18/2017,01/01/1900 16:42:35,Jun,Sunday,"1300 BLK 21 ST S Fargo, ND 58103",46.8615176,-96.8142585,Domestic,VERBAL
12/30/2017,01/01/1900 2:15:34,Dec,Saturday,"1300 BLK 21ST AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,UNK DOMESTIC
12/21/2017,01/01/1900 4:57:52,Dec,Thursday,"1300 BLK 21ST AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,M TRYING TO BREAK IN
12/18/2017,01/01/1900 12:20:15,Dec,Monday,"1300 BLK 21ST AVE S Fargo, ND 58103",46.8474208,-96.798544,Domestic,CHILD DISPUTE/1055
2/13/2017,01/01/1900 9:14:13,Feb,Monday,"1300 BLK 23 ST S Fargo, ND 58103",46.8614465,-96.8171704,Domestic,CASS CTY
2/13/2017,01/01/1900 9:13:22,Feb,Monday,"1300 BLK 23 ST S Fargo, ND 58103",46.8614465,-96.8171704,Domestic,DOMESTIC
2/13/2017,01/01/1900 9:12:39,Feb,Monday,"1300 BLK 23 ST S Fargo, ND 58103",46.8614465,-96.8171704,Domestic,DOMESTIC
2/13/2017,01/01/1900 7:47:42,Feb,Monday,"1300 BLK 23 ST S Fargo, ND 58103",46.8614465,-96.8171704,Domestic,PHYSICAL DOMESTIC REPORT
10/4/2017,01/01/1900 20:34:28,Oct,Wednesday,"1300 BLK 23 ST S Fargo, ND 58103",46.8614465,-96.8171704,Domestic,PHYS DO
11/27/2017,01/01/1900 17:51:55,Nov,Monday,"1300 BLK 23 ST S Fargo, ND 58103",46.8614465,-96.8171704,Domestic,DOMESTIC
6/10/2017,01/01/1900 17:46:57,Jun,Saturday,"1300 BLK 25 AVE S Fargo, ND 58103",46.8436308,-96.7988186,Domestic,DOMESTIC
5/11/2017,01/01/1900 21:47:53,May,Thursday,"1300 BLK 25 AVE S Fargo, ND 58103",46.8436308,-96.7988186,Domestic,DOM
2/14/2017,01/01/1900 10:53:02,Feb,Tuesday,"1300 BLK 25 AVE S Fargo, ND 58103",46.8436308,-96.7988186,Domestic,DOM
6/12/2017,01/01/1900 18:01:35,Jun,Monday,"1300 BLK 25 AVE S Fargo, ND 58103",46.8436308,-96.7988186,Domestic,DOMESTIC
8/2/2017,01/01/1900 13:23:04,Aug,Wednesday,"1300 BLK 25 AVE S Fargo, ND 58103",46.8436308,-96.7988186,Domestic,WELFARE CHECK/PHYSICAL
4/14/2017,01/01/1900 19:53:36,Apr,Friday,"1300 BLK 25 ST S Fargo, ND 58103",46.8614263,-96.8194834,Domestic,VERBAL DOMESTIC
6/10/2017,01/01/1900 12:07:15,Jun,Saturday,"1300 BLK 3 AVE N Fargo, ND 58102",46.8794771,-96.798244,Domestic,VERBAL
8/12/2017,01/01/1900 16:30:32,Aug,Saturday,"1300 BLK 3 AVE S Fargo, ND 58103",46.8716071,-96.7983667,Domestic,DOMESTIC
9/13/2017,01/01/1900 7:12:59,Sep,Wednesday,"1300 BLK 3 AVE S Fargo, ND 58103",46.8716071,-96.7983667,Domestic,UNWANTED F/VERBAL
7/14/2017,01/01/1900 22:24:06,Jul,Friday,"1300 BLK 3 AVE S Fargo, ND 58103",46.8716071,-96.7983667,Domestic,DOMESTIC
3/25/2017,01/01/1900 4:42:02,Mar,Saturday,"1300 BLK 3 AVE S Fargo, ND 58103",46.8716071,-96.7983667,Domestic,UNRULY JUV
3/24/2017,01/01/1900 6:58:41,Mar,Friday,"1300 BLK 3 ST N Fargo, ND 58102",46.8927866,-96.783148,Domestic,DOMESTIC
11/24/2017,01/01/1900 23:12:04,Nov,Friday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
8/9/2017,01/01/1900 16:55:12,Aug,Wednesday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
8/7/2017,01/01/1900 21:38:56,Aug,Monday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
7/3/2017,01/01/1900 15:36:53,Jul,Monday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
2/23/2017,01/01/1900 23:21:49,Feb,Thursday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
10/15/2017,01/01/1900 12:08:48,Oct,Sunday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
10/3/2017,01/01/1900 10:34:00,Oct,Tuesday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
9/12/2017,01/01/1900 20:12:03,Sep,Tuesday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,SOUNDS OF DOMESTIC
7/8/2017,01/01/1900 17:54:31,Jul,Saturday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
4/16/2017,01/01/1900 20:50:58,Apr,Sunday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,PHYSICAL DO
3/26/2017,01/01/1900 16:01:51,Mar,Sunday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
11/3/2017,01/01/1900 16:19:43,Nov,Friday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DO ASSAULT
7/13/2017,01/01/1900 5:44:06,Jul,Thursday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC/SEPERATED
7/23/2017,01/01/1900 1:55:37,Jul,Sunday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
5/29/2017,01/01/1900 23:35:32,May,Monday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
1/11/2017,01/01/1900 0:29:30,Jan,Wednesday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
1/11/2017,01/01/1900 0:24:48,Jan,Wednesday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,VERBAL DOMESTIC
3/2/2017,01/01/1900 22:09:41,Mar,Thursday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
11/28/2017,01/01/1900 13:43:43,Nov,Tuesday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
11/13/2017,01/01/1900 10:29:22,Nov,Monday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,PHYSICAL DOMESTIC
7/31/2017,01/01/1900 0:06:12,Jul,Monday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,VERBAL DOMESTIC
7/16/2017,01/01/1900 17:38:47,Jul,Sunday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
7/4/2017,01/01/1900 17:42:58,Jul,Tuesday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,PHYSICAL DO
7/3/2017,01/01/1900 22:17:19,Jul,Monday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,PHYS DOMESTIC
7/1/2017,01/01/1900 15:32:15,Jul,Saturday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,PHYSICAL DO RPT
7/13/2017,01/01/1900 14:01:54,Jul,Thursday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
4/3/2017,01/01/1900 11:27:22,Apr,Monday,"1300 BLK 32 ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
12/19/2017,01/01/1900 1:04:41,Dec,Tuesday,"1300 BLK 32ND ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
12/13/2017,01/01/1900 22:38:26,Dec,Wednesday,"1300 BLK 32ND ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,1021/DOMESTIC
12/7/2017,01/01/1900 12:33:19,Dec,Thursday,"1300 BLK 32ND ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,DOMESTIC
12/17/2017,01/01/1900 12:55:41,Dec,Sunday,"1300 BLK 32ND ST S Fargo, ND 58103",46.8614821,-96.8301577,Domestic,PHYS DOMESTIC
1/9/2017,01/01/1900 19:42:41,Jan,Monday,"1300 BLK 33 ST S Fargo, ND 58103",46.8614894,-96.8321829,Domestic,DOMESTIC RPT
5/27/2017,01/01/1900 18:44:48,May,Saturday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
5/6/2017,01/01/1900 14:47:04,May,Saturday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
5/6/2017,01/01/1900 14:46:34,May,Saturday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,VERBAL DOMESTIC
1/15/2017,01/01/1900 14:49:19,Jan,Sunday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,PHYS DOMESTIC
9/23/2017,01/01/1900 14:49:49,Sep,Saturday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
8/6/2017,01/01/1900 19:10:21,Aug,Sunday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
7/19/2017,01/01/1900 10:55:55,Jul,Wednesday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
4/8/2017,01/01/1900 23:51:49,Apr,Saturday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
2/8/2017,01/01/1900 23:21:09,Feb,Wednesday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,PHYSICAL DOMESTIC
10/24/2017,01/01/1900 6:57:07,Oct,Tuesday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
8/10/2017,01/01/1900 21:20:46,Aug,Thursday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,PHYSICAL DOMESTIC
8/9/2017,01/01/1900 18:01:26,Aug,Wednesday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
8/5/2017,01/01/1900 2:00:36,Aug,Saturday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
8/4/2017,01/01/1900 14:38:20,Aug,Friday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,MOTHER/DAUGHTER DO -PHYSICAL
7/11/2017,01/01/1900 21:18:37,Jul,Tuesday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
6/27/2017,01/01/1900 6:36:04,Jun,Tuesday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
4/15/2017,01/01/1900 22:18:06,Apr,Saturday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,PHYS DOMESTIC
4/5/2017,01/01/1900 6:08:07,Apr,Wednesday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,PHYSICAL
4/1/2017,01/01/1900 12:52:05,Apr,Saturday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
3/25/2017,01/01/1900 13:25:00,Mar,Saturday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
3/10/2017,01/01/1900 0:49:18,Mar,Friday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
5/28/2017,01/01/1900 23:47:43,May,Sunday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC REPORT
4/27/2017,01/01/1900 19:34:09,Apr,Thursday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
7/6/2017,01/01/1900 20:16:40,Jul,Thursday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,POSS DOMESTIC
10/8/2017,01/01/1900 15:41:14,Oct,Sunday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,HOLD 1800/DOMESTIC/WELFARE CHECK
10/7/2017,01/01/1900 10:07:42,Oct,Saturday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
8/11/2017,01/01/1900 12:47:34,Aug,Friday,"1300 BLK 34 ST S Fargo, ND 58103",46.8615145,-96.8361295,Domestic,DOMESTIC
6/21/2017,01/01/1900 14:18:21,Jun,Wednesday,"1300 BLK 4 AVE N Fargo, ND 58102",46.8805131,-96.7982363,Domestic,DOMESTIC
9/24/2017,01/01/1900 7:17:05,Sep,Sunday,"1300 BLK 4 AVE N Fargo, ND 58102",46.8805131,-96.7982363,Domestic,DOMESTIC
8/7/2017,01/01/1900 1:37:57,Aug,Monday,"1300 BLK 4 AVE N Fargo, ND 58102",46.8805131,-96.7982363,Domestic,DOMESTIC
7/22/2017,01/01/1900 18:24:44,Jul,Saturday,"1300 BLK 4 AVE N Fargo, ND 58102",46.8805131,-96.7982363,Domestic,DOMESTIC
5/13/2017,01/01/1900 18:06:53,May,Saturday,"1300 BLK 4 AVE N Fargo, ND 58102",46.8805131,-96.7982363,Domestic,DOMESTIC
9/18/2017,01/01/1900 10:35:06,Sep,Monday,"1300 BLK 4 AVE N Fargo, ND 58102",46.8805131,-96.7982363,Domestic,DOMESTIC
6/8/2017,01/01/1900 18:57:04,Jun,Thursday,"1300 BLK 4 AVE N Fargo, ND 58102",46.8805131,-96.7982363,Domestic,DOMESTIC
4/23/2017,01/01/1900 14:57:05,Apr,Sunday,"1300 BLK 4 AVE N Fargo, ND 58102",46.8805131,-96.7982363,Domestic,DOMESTIC
6/28/2017,01/01/1900 11:35:32,Jun,Wednesday,"1300 BLK 4 AVE N Fargo, ND 58102",46.8805131,-96.7982363,Domestic,VERBAL DO/1021
2/23/2017,01/01/1900 6:25:51,Feb,Thursday,"1300 BLK 4 AVE S Fargo, ND 58103",46.8707673,-96.7999349,Domestic,PHYS DOMESTIC
5/10/2017,01/01/1900 1:47:47,May,Wednesday,"1300 BLK 4 AVE S Fargo, ND 58103",46.8707673,-96.7999349,Domestic,PHYSICAL DOMESTIC
3/27/2017,01/01/1900 14:23:21,Mar,Monday,"1300 BLK 4 AVE S Fargo, ND 58103",46.8707673,-96.7999349,Domestic,DOMESTIC
9/12/2017,01/01/1900 17:58:16,Sep,Tuesday,"1300 BLK 4 AVE S Fargo, ND 58103",46.8707673,-96.7999349,Domestic,DOMESTIC
8/27/2017,01/01/1900 11:58:44,Aug,Sunday,"1300 BLK 4 ST N Fargo, ND 58102",46.8927849,-96.7846442,Domestic,DOMESTIC
8/11/2017,01/01/1900 17:18:35,Aug,Friday,"1300 BLK 4 ST N Fargo, ND 58102",46.8927849,-96.7846442,Domestic,VERBAL DOMESTIC
12/3/2017,01/01/1900 9:16:53,Dec,Sunday,"1300 BLK 4 ST N Fargo, ND 58102",46.8927849,-96.7846442,Domestic,DOMESTIC
8/5/2017,01/01/1900 20:44:29,Aug,Saturday,"1300 BLK 45 ST S Fargo, ND 58103",46.8617097,-96.8617667,Domestic,DOMESTIC
12/12/2017,01/01/1900 13:21:14,Dec,Tuesday,"1300 BLK 4TH ST N Fargo, ND 58102",46.8927849,-96.7846442,Domestic,DOMESTIC
10/23/2017,01/01/1900 7:15:57,Oct,Monday,"1300 BLK 5 AVE N Fargo, ND 58102",46.8815429,-96.7982293,Domestic,DOMESTIC
7/9/2017,01/01/1900 9:22:48,Jul,Sunday,"1300 BLK 5 AVE N Fargo, ND 58102",46.8815429,-96.7982293,Domestic,DOMESTIC
8/4/2017,01/01/1900 19:42:24,Aug,Friday,"1300 BLK 5 AVE N Fargo, ND 58102",46.8815429,-96.7982293,Domestic,1021
7/28/2017,01/01/1900 0:25:08,Jul,Friday,"1300 BLK 5 AVE N Fargo, ND 58102",46.8815429,-96.7982293,Domestic,PHYS DOMESTIC
7/2/2017,01/01/1900 15:44:31,Jul,Sunday,"1300 BLK 5 AVE N Fargo, ND 58102",46.8815429,-96.7982293,Domestic,PHYSICAL DOMESTIC
11/9/2017,01/01/1900 10:22:43,Nov,Thursday,"1300 BLK 5 AVE S Fargo, ND 58103",46.8697329,-96.7983362,Domestic,DOMESTIC
8/6/2017,01/01/1900 11:00:40,Aug,Sunday,"1300 BLK 5 AVE S Fargo, ND 58103",46.8697329,-96.7983362,Domestic,VERBAL DOMESTIC
9/14/2017,01/01/1900 7:27:35,Sep,Thursday,"1300 BLK 5 AVE S Fargo, ND 58103",46.8697329,-96.7983362,Domestic,DOMESTIC
11/9/2017,01/01/1900 16:57:25,Nov,Thursday,"1300 BLK 5 AVE S Fargo, ND 58103",46.8697329,-96.7983362,Domestic,VERBAL DOMESTIC
11/7/2017,01/01/1900 22:55:45,Nov,Tuesday,"1300 BLK 5 AVE S Fargo, ND 58103",46.8697329,-96.7983362,Domestic,DOMESTIC/RESP OUTSIDE
11/9/2017,01/01/1900 22:43:05,Nov,Thursday,"1300 BLK 5 AVE S Fargo, ND 58103",46.8697329,-96.7983362,Domestic,DOMESTIC
8/1/2017,01/01/1900 22:42:16,Aug,Tuesday,"1300 BLK 5 AVE S Fargo, ND 58103",46.8697329,-96.7983362,Domestic,DOMESTIC
7/18/2017,01/01/1900 13:02:20,Jul,Tuesday,"1300 BLK 6 AVE S Fargo, ND 58103",46.8687381,-96.7983466,Domestic,DOMESTIC
10/3/2017,01/01/1900 8:43:59,Oct,Tuesday,"1300 BLK 7 AVE S Fargo, ND 58103",46.8678364,-96.7983625,Domestic,DOMESTIC/ASSAULT
9/20/2017,01/01/1900 7:54:53,Sep,Wednesday,"1300 BLK 7 AVE S Fargo, ND 58103",46.8678364,-96.7983625,Domestic,PHYSICAL DOMESTIC
10/3/2017,01/01/1900 20:01:02,Oct,Tuesday,"1300 BLK 7 ST S Fargo, ND 58103",46.8615805,-96.7904154,Domestic,D221 \\ 1021
3/21/2017,01/01/1900 10:48:45,Mar,Tuesday,"1300 BLK 8 AVE N Fargo, ND 58102",46.8846684,-96.7981777,Domestic,VERBAL DOMESTIC
9/13/2017,01/01/1900 2:05:29,Sep,Wednesday,"1300 BLK 8 AVE N Fargo, ND 58102",46.8846684,-96.7981777,Domestic,POSS DOMESTIC
4/12/2017,01/01/1900 19:14:49,Apr,Wednesday,"1300 BLK 8 AVE N Fargo, ND 58102",46.8846684,-96.7981777,Domestic,PHYSICAL
8/6/2017,01/01/1900 12:52:14,Aug,Sunday,"1300 BLK 8 AVE N Fargo, ND 58102",46.8846684,-96.7981777,Domestic,DOMESTIC
6/24/2017,01/01/1900 22:08:26,Jun,Saturday,"1300 BLK 8 AVE N Fargo, ND 58102",46.8846684,-96.7981777,Domestic,? FOR OFCR
7/31/2017,01/01/1900 13:50:55,Jul,Monday,"1300 BLK 8 AVE N Fargo, ND 58102",46.8846684,-96.7981777,Domestic,SUSP ACTIVITY/POSS DOMESTIC
8/20/2017,01/01/1900 2:05:53,Aug,Sunday,"1300 BLK 8 ST N Fargo, ND 58102",46.8928013,-96.7907154,Domestic,PHYS DOMESTIC
3/26/2017,01/01/1900 4:26:55,Mar,Sunday,"1300 BLK 8 ST S Fargo, ND 58103",46.8615619,-96.7919244,Domestic,DOMESTIC VERBAL
11/24/2017,01/01/1900 16:26:06,Nov,Friday,"1300 BLK 8 ST S Fargo, ND 58103",46.8615619,-96.7919244,Domestic,DOMESTIC
8/20/2017,01/01/1900 19:21:41,Aug,Sunday,"1300 BLK 9 AVE N Fargo, ND 58102",46.885879,-96.7981704,Domestic,DOMESTIC
12/3/2017,01/01/1900 19:58:41,Dec,Sunday,"1300 BLK 9 AVE N Fargo, ND 58102",46.885879,-96.7981704,Domestic,POSS DOMESTIC
8/22/2017,01/01/1900 20:29:08,Aug,Tuesday,"1300 BLK 9 AVE N Fargo, ND 58102",46.885879,-96.7981704,Domestic,DOMESTIC INFO RPT
1/6/2017,01/01/1900 8:32:05,Jan,Friday,"1300 BLK 9 AVE N Fargo, ND 58102",46.885879,-96.7981704,Domestic,PHYSICAL
1/18/2017,01/01/1900 20:34:41,Jan,Wednesday,"1300 BLK 9 AVE S Fargo, ND 58103",46.865778,-96.7984088,Domestic,DOMESTIC
2/10/2017,01/01/1900 9:09:43,Feb,Friday,"1300 BLK 9 AVE S Fargo, ND 58103",46.865778,-96.7984088,Domestic,DOMESTIC
8/17/2017,01/01/1900 19:22:51,Aug,Thursday,"1300 BLK 9 AVE S Fargo, ND 58103",46.865778,-96.7984088,Domestic,VERBAL DOMESTIC
6/17/2017,01/01/1900 3:22:01,Jun,Saturday,"1300 BLK 9 AVE S Fargo, ND 58103",46.865778,-96.7984088,Domestic,DOMESTIC
1/8/2017,01/01/1900 17:45:48,Jan,Sunday,"1300 BLK 9 AVE S Fargo, ND 58103",46.865778,-96.7984088,Domestic,REMOVE COMPL SON
5/1/2017,01/01/1900 10:28:07,May,Monday,"1300 BLK 9 AVE S Fargo, ND 58103",46.865778,-96.7984088,Domestic,VERBAL
10/6/2017,01/01/1900 19:11:17,Oct,Friday,"1300 BLK 9 ST N Fargo, ND 58102",46.8927916,-96.7922675,Domestic,WELFARE CHECK/POSS DOMESTIC701
8/25/2017,01/01/1900 16:29:57,Aug,Friday,"1300 BLK 9 ST N Fargo, ND 58102",46.8927916,-96.7922675,Domestic,DELAYED RPRT
8/7/2017,01/01/1900 13:12:23,Aug,Monday,"1300 BLK 9 ST N Fargo, ND 58102",46.8927916,-96.7922675,Domestic,DELAYED RPRT
9/17/2017,01/01/1900 4:12:06,Sep,Sunday,"1300 BLK 9 ST N Fargo, ND 58102",46.8927916,-96.7922675,Domestic,CHILD ABUSE/POSS DOMESTIC
5/11/2017,01/01/1900 12:25:05,May,Thursday,"1300 BLK 9 ST N Fargo, ND 58102",46.8927916,-96.7922675,Domestic,DOMESTIC
5/9/2017,01/01/1900 16:00:56,May,Tuesday,"1300 BLK 9 ST N Fargo, ND 58102",46.8927916,-96.7922675,Domestic,DOMESTIC
9/22/2017,01/01/1900 0:53:00,Sep,Friday,"1300 BLK 9 ST N Fargo, ND 58102",46.8927916,-96.7922675,Domestic,PHYSICAL DOMESTIC
10/27/2017,01/01/1900 9:33:02,Oct,Friday,"1300 BLK ADMINISTRATION AVE N Fargo, ND 58102",46.8918758,-96.8005532,Domestic,DOMESTIC / SEPARATED
2/25/2017,01/01/1900 20:07:23,Feb,Saturday,"1300 BLK ADMINISTRATION AVE N Fargo, ND 58102",46.8918758,-96.8005532,Domestic,VERBAL DO
9/17/2017,01/01/1900 12:21:00,Sep,Sunday,"1300 BLK ADMINISTRATION AVE N Fargo, ND 58102",46.8918758,-96.8005532,Domestic,M TRYING TO BREAK INTO THE APT
10/21/2017,01/01/1900 23:22:36,Oct,Saturday,"1300 BLK ADMINISTRATION AVE N Fargo, ND 58102",46.8918758,-96.8005532,Domestic,DOMESTIC ASSAULT REPORT
9/29/2017,01/01/1900 17:06:38,Sep,Friday,"1300 BLK ADMINISTRATION AVE N Fargo, ND 58102",46.8918758,-96.8005532,Domestic,DOMESTIC
